AssetManufacture,AssetModel,AssetNumber,AssetSerialNumber,AssetPartNumber,AssetTypeName,PriorityName,AssetHostName,AssetOS,AssetCPU,AssetRam,AssetHarddisk,AssetIPAddress,AssetMAC,AssetDetail,Remark,AssetLocation,Status,BuyingName,AssetPO,AssetRegisterDate,AssetBuyDate,AssetPriceEx,AssetVAT,AssetVATValue,AssetPrice,AssetAccumulatedDepreciation,AssetSalvageValue,AssetWriteOffDate,NumOfMonthWarranty,AssetStartWarrantyDate,AssetEndWarrantyDate,AssetQuantity,Branch,Zone,Supplier,Owner,CostCenter,CostType,Company,Department,AssetLatLong,AssetGoogleMapUrl
Buckeye,456 10 CD,100B01-FP-FECO-11.FL-0005,AC-280703,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.93,,ชั้น 11 | หน้าโต๊ะ รปภ. ,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น 11,,,,,,CRA,,,
Buckeye,456 10 CD,100B01-FP-FECO-11.FL-0006,AC-280751,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.94,,ชั้น 11 | ข้างห้อง ผอ.,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น 11,,,,,,CRA,,,
Buckeye,456 10 CD,100B01-FP-FECO-11.FL-0007,AC-280854,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.95,,ชั้น 11 | โถงทางเดินหน้าประชุม 2,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น 11,,,,,,CRA,,,
Badger,B10V-1,100B01-FP-FECO-12.FL-0001,H01506699,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.96,,ชั้น 12 | ตู้ดับเพลิงโถงลิฟต์ดับเพลิง,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น 12,,,,,,CRA,,,
Buckeye,456 10 CD,100B01-FP-FECO-12.FL-0002,AC-280695,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.97,,ชั้น 12 | ตู้ดับเพลิงหน้าบันไดหนีไฟ ST-2,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น 12,,,,,,CRA,,,
Badger,B10V-1,100B01-FP-FECO-12.FL-0003,H01506711,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.98,,ชั้น 12 | ตู้ดับเพลิงหน้าบันไดหนีไฟ ST-3,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น 12,,,,,,CRA,,,
Buckeye,456 10 CD,100B01-FP-FECO-12.FL-0004,AC-280657,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.99,,ชั้น 12 | ทางเดินด้านหลังฝั่งชาร์ปไฟฟ้า,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น 12,,,,,,CRA,,,
Buckeye,456 10 CD,100B01-FP-FECO-12.FL-0005,AC-281007,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.100,,ชั้น 12 | หน้าตู้ FHC  12-3,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น 12,,,,,,CRA,,,
Buckeye,456 10 CD,100B01-FP-FECO-14.FL-0001,AC-280755,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.101,,ชั้น 14 | ตู้ดับเพลิงโถงลิฟต์ดับเพลิง,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น 14,,,,,,CRA,,,
Badger,B10V-1,100B01-FP-FECO-14.FL-0002,H00506773,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.102,,ชั้น 14 | ตู้ดับเพลิงหน้าบันไดหนีไฟ ST-2,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น 14,,,,,,CRA,,,
Badger,B10V-2,100B01-FP-FECO-14.FL-0003,H01506764,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.103,,ชั้น 14 | ตู้ดับเพลิงหน้าบันไดหนีไฟ ST-3,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น 14,,,,,,CRA,,,
Buckeye,456 10 CD,100B01-FP-FECO-14.FL-0004,AC-281036,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.104,,ชั้น 14 | หน้าตู้ FHC 14-3,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น 14,,,,,,CRA,,,
Buckeye,456 10 CD,100B01-FP-FECO-14.FL-0005,AC-280761,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.105,,ชั้น 14 | ทางเดินด้านหลังฝั่งชาร์ปไฟฟ้า,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น 14,,,,,,CRA,,,
Badger,B10V-1,100B01-FP-FECO-RF.FL-0001,H01506767,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.106,,ชั้น RF | ตู้ดับเพลิง FHC-R1-1,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น RF,,,,,,CRA,,,
Buckeye,456 10 CD,100B01-FP-FECO-RF.FL-0002,AC-280714,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.107,,ชั้น RF | ห้องเครื่องลิฟต์ 3 ตัว,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น RF,,,,,,CRA,,,
Buckeye,457 10 CD,100B01-FP-FECO-RF.FL-0003,AC-280698,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.108,,ชั้น RF | ห้องเครื่องลิฟต์ 4 ตัว,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น RF,,,,,,CRA,,,
Buckeye,458 10 CD,100B01-FP-FECO-RF.FL-0004,-,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.109,,ชั้น RF | ห้องลิฟต์ขนของ,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น RF,,,,,,CRA,,,
Buckeye,459 10 CD,100B01-FP-FECO-RF.FL-0005,-,,Fire Extinguisher Carbon Dioxide,,,,,,,,,Fire Extinguisher Carbon Dioxide No.110,,ชั้น RF | ห้องลิฟต์ส่วนพระองค์,,,,,,,,,,,,,,,,,โรงพยาบาล 100B - ชั้น RF,,,,,,CRA,,,
