ID,AssetManufacture,AssetModel,AssetNumber,AssetParentNumber,AssetAccountingNumber,AssetSerialNumber,AssetPartNumber,AssetTypeName,PriorityName,AssetHostName,AssetOS,AssetCPU,AssetRam,AssetHarddisk,AssetIPAddress,AssetMAC,AssetDetail,Remark,AssetLocation,Status,BuyingName,AssetPO,AssetRegisterDate,AssetBuyDate,AssetPriceEx,AssetVAT,AssetVATValue,AssetPrice,AssetAccumulatedDepreciation,AssetSalvageValue,curentDepreciate,"B/L Acumulate Depreciate","B/L Asset Value",AssetWriteOffDate,MAMonth,StartMA,AssetEndWarrantyDate,WarrantyStatus,Contract,AssetQuantity,BranchGroup,BranchCode,Branch,ZoneCode,Zone,SupplierCode,Supplier,SupplierCode_2,Supplier_2,Owner,"Coset Center Description",CostType,Company,Department,TotalExpense,LastSync,"Update By","Update Date","Update Remark",TotalTask
839,N/A,41,100B01-FP-FHC-9.FL-004,,100B-FHC-9FL-004,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.41",,FL.9,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-F9,"โรงพยาบาล 100B - ชั้น 9",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
840,N/A,42,100B01-FP-FHC-10.FL-001,,100B-FHC-10FL-001,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.42",,FL.10,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-F10,"โรงพยาบาล 100B - ชั้น 10",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
841,N/A,43,100B01-FP-FHC-10.FL-002,,100B-FHC-10FL-002,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.43",,FL.10,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-F10,"โรงพยาบาล 100B - ชั้น 10",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
842,N/A,44,100B01-FP-FHC-10.FL-003,,100B-FHC-10FL-003,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.44",,FL.10,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-F10,"โรงพยาบาล 100B - ชั้น 10",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
843,N/A,45,100B01-FP-FHC-10.FL-004,,100B-FHC-10FL-004,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.45",,FL.10,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-F10,"โรงพยาบาล 100B - ชั้น 10",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
848,N/A,50,100B01-FP-FHC-12.FL-001,,100B-FHC-12FL-001,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.50",,FL.12,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-F12,"โรงพยาบาล 100B - ชั้น 12",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
849,N/A,51,100B01-FP-FHC-12.FL-002,,100B-FHC-12FL-002,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.51",,FL.12,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-F12,"โรงพยาบาล 100B - ชั้น 12",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
850,N/A,52,100B01-FP-FHC-13.FL-001,,100B-FHC-13FL-001,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.52",,FL.13,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-F12,"โรงพยาบาล 100B - ชั้น 12",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
851,N/A,53,100B01-FP-FHC-13.FL-002,,100B-FCH-13FL-002,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.53",,FL.13,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-F12,"โรงพยาบาล 100B - ชั้น 12",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
852,N/A,54,100B01-FP-FHC-13.FL-003,,100B-FHC-13FL-003,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.54",,FL.13,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-F12,"โรงพยาบาล 100B - ชั้น 12",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
844,N/A,46,100B01-FP-FHC-11.FL-001,,100B-FHC-11FL-001,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.46",,FL.11,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-F11,"โรงพยาบาล 100B - ชั้น 11",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
845,N/A,47,100B01-FP-FHC-11.FL-002,,100B-FHC-11FL-002,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.47",,FL.11,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-F11,"โรงพยาบาล 100B - ชั้น 11",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
846,N/A,48,100B01-FP-FHC-11.FL-003,,100B-FHC-11FL-003,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.48",,FL.11,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-F11,"โรงพยาบาล 100B - ชั้น 11",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
847,N/A,49,100B01-FP-FHC-11.FL-004,,100B-FHC-11FL-004,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.49",,FL.11,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-F11,"โรงพยาบาล 100B - ชั้น 11",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
853,N/A,55,100B01-FP-FHC-RF.FL-001,,100B-FHC-RFL-001,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.55",,FL.RF,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-FRF,"โรงพยาบาล 100B - ชั้น RF",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
854,N/A,56,100B01-FP-FHC-RF.FL-002,,100B-FHC-RFL-002,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.56",,FL.RF,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-FRF,"โรงพยาบาล 100B - ชั้น RF",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
855,N/A,57,100B01-FP-FHC-RF.FL-003,,100B-FHC-RFL-003,,,"Fire Hose Cabinet",,,,,,,,,"Fire Hose Cabinet No.57",,FL.RF,"In Use",,,2022-08-26,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B01-FRF,"โรงพยาบาล 100B - ชั้น RF",,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
