ID,AssetManufacture,AssetModel,AssetNumber,AssetParentNumber,AssetAccountingNumber,AssetSerialNumber,AssetPartNumber,AssetTypeName,PriorityName,AssetHostName,AssetOS,AssetCPU,AssetRam,AssetHarddisk,AssetIPAddress,AssetMAC,AssetDetail,Remark,AssetLocation,Status,BuyingName,AssetPO,AssetRegisterDate,AssetBuyDate,AssetPriceEx,AssetVAT,AssetVATValue,AssetPrice,AssetAccumulatedDepreciation,AssetSalvageValue,curentDepreciate,"B/L Acumulate Depreciate","B/L Asset Value",AssetWriteOffDate,MAMonth,StartMA,AssetEndWarrantyDate,WarrantyStatus,Contract,AssetQuantity,BranchGroup,BranchCode,Branch,ZoneCode,Zone,SupplierCode,Supplier,SupplierCode_2,Supplier_2,Owner,"Coset Center Description",CostType,Company,Department,TotalExpense,LastSync,"Update By","Update Date","Update Remark",TotalTask
1454,N/A,N/A,100B03-FA-FCP-1.FL-001,,100B-FCP-1FL-001,,,"Fire Alarm Control Panel",,,,,,,,,"Fire Alarm Control Panel 01",,FL.1,"In Use",,,2022-10-05,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B03-F1,บริการกลางชั้น1,,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
1455,Honywell,N/A,100B03-FA-FCP-1.FL-002,,100B-FCP-1FL-002,,,"Fire Alarm Control Panel",,,,,,,,,"Fire Alarm Control Panel 02",,"FL.1 : building : บริการ","In Use",,,2022-10-05,,0.00,7.00,0.00,0.00,0.00,1.00,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์100เตียง,100B03-F1,บริการกลางชั้น1,,,,,,,,,,CRA,,,,arthonye,2024-06-23,,0,-
