AssetManufacture,AssetModel,AssetNumber,AssetSerialNumber,AssetPartNumber,AssetTypeName,PriorityName,AssetHostName,AssetOS,AssetCPU,AssetRam,AssetHarddisk,AssetIPAddress,AssetMAC,AssetDetail,Remark,AssetLocation,Status,BuyingName,AssetPO,AssetRegisterDate,AssetBuyDate,AssetPriceEx,AssetVAT,AssetVATValue,AssetPrice,AssetAccumulatedDepreciation,AssetSalvageValue,AssetWriteOffDate,NumOfMonthWarranty,AssetStartWarrantyDate,AssetEndWarrantyDate,AssetQuantity,Branch,Zone,Supplier,Owner,CostCenter,CostType,Company,Department,AssetLatLong,AssetGoogleMapUrl
,,100B02-EE-EML-6.FL-0005,,,Emergency Light,,,,,,,,,Emergency Light No.79,,ชั้น 6 | ทางเดินหน้าห้อง 614,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 6,,,,,,CRA,,,
,,100B02-EE-EML-6.FL-0006,,,Emergency Light,,,,,,,,,Emergency Light No.80,,ชั้น 6 | บันไดหนีไฟ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 6,,,,,,CRA,,,
,,100B02-EE-EML-7.FL-0001,,,Emergency Light,,,,,,,,,Emergency Light No.81,,ชั้น 7 | หน้าลิฟต์เจ้าหน้าที่,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 7,,,,,,CRA,,,
,,100B02-EE-EML-7.FL-0002,,,Emergency Light,,,,,,,,,Emergency Light No.82,,ชั้น 7 | หน้าตู้ดับเพลิงลิฟท์ขนของ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 7,,,,,,CRA,,,
,,100B02-EE-EML-7.FL-0003,,,Emergency Light,,,,,,,,,Emergency Light No.83,,ชั้น 7 | ทางเดินหน้าห้อง 721,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 7,,,,,,CRA,,,
,,100B02-EE-EML-7.FL-0004,,,Emergency Light,,,,,,,,,Emergency Light No.84,,ชั้น 7 | ทางเดินหน้าห้อง 714,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 7,,,,,,CRA,,,
,,100B02-EE-EML-8.FL-0001,,,Emergency Light,,,,,,,,,Emergency Light No.85,,ชั้น 8 | หน้าลิฟต์เจ้าหน้าที่,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 8,,,,,,CRA,,,
,,100B02-EE-EML-8.FL-0002,,,Emergency Light,,,,,,,,,Emergency Light No.86,,ชั้น 8 | หน้าตู้ดับเพลิงลิฟท์ขนของ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 8,,,,,,CRA,,,
,,100B02-EE-EML-8.FL-0003,,,Emergency Light,,,,,,,,,Emergency Light No.87,,ชั้น 8 | ทางลงบันไดหนีไฟ ชั้น8,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 8,,,,,,CRA,,,
,,100B02-EE-EML-8.FL-0004,,,Emergency Light,,,,,,,,,Emergency Light No.88,,ชั้น 8 | ทางเดินหน้าห้อง 822,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 8,,,,,,CRA,,,
,,100B02-EE-EML-8.FL-0005,,,Emergency Light,,,,,,,,,Emergency Light No.89,,ชั้น 8 | ทางเดินหน้าห้อง 814,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 8,,,,,,CRA,,,
,,100B02-EE-EML-9.FL-0001,,,Emergency Light,,,,,,,,,Emergency Light No.90,,ชั้น 9 | หน้าลิฟต์เจ้าหน้าที่,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 9,,,,,,CRA,,,
,,100B02-EE-EML-9.FL-0002,,,Emergency Light,,,,,,,,,Emergency Light No.91,,ชั้น 9 | หน้าตู้ดับเพลิงลิฟท์ขนของ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 9,,,,,,CRA,,,
,,100B02-EE-EML-9.FL-0003,,,Emergency Light,,,,,,,,,Emergency Light No.92,,ชั้น 9 | ทางลงบันได ชั้น9,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 9,,,,,,CRA,,,
,,100B02-EE-EML-9.FL-0004,,,Emergency Light,,,,,,,,,Emergency Light No.93,,ชั้น 9 | ทางเดินหน้าห้อง 923,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 9,,,,,,CRA,,,
,,100B02-EE-EML-9.FL-0005,,,Emergency Light,,,,,,,,,Emergency Light No.94,,ชั้น 9 | ทางเดินหน้าห้อง 916,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 9,,,,,,CRA,,,
,,100B02-EE-EML-9.FL-0006,,,Emergency Light,,,,,,,,,Emergency Light No.95,,ชั้น 9 | ทางเดินหน้าห้อง 912,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 9,,,,,,CRA,,,
,,100B02-EE-EML-9.FL-0007,,,Emergency Light,,,,,,,,,Emergency Light No.96,,ชั้น 9 | ทางเดินบันไดหนีไฟ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 9,,,,,,CRA,,,
,,100B02-EE-EML-9.FL-0008,,,Emergency Light,,,,,,,,,Emergency Light No.97,,ชั้น 9 | ทางลงบันไดหนีไฟ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 9,,,,,,CRA,,,
,,100B02-EE-EML-9.FL-0009,,,Emergency Light,,,,,,,,,Emergency Light No.98,,ชั้น 9 | ระเบียงด้านนอกอาคารฝั่งห้อง 914,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 9,,,,,,CRA,,,
,,100B02-EE-EML-10.FL-0001,,,Emergency Light,,,,,,,,,Emergency Light No.99,,ชั้น 10 | หน้าลิฟต์เจ้าหน้าที่,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
,,100B02-EE-EML-10.FL-0002,,,Emergency Light,,,,,,,,,Emergency Light No.100,,ชั้น 10 | ข้างตู้ดับเพลิง,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
,,100B02-EE-EML-10.FL-0003,,,Emergency Light,,,,,,,,,Emergency Light No.101,,ชั้น 10 | ทางลงบันได ชั้น10,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
,,100B02-EE-EML-10.FL-0004,,,Emergency Light,,,,,,,,,Emergency Light No.102,,ชั้น 10 | ทางเดินหอ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
,,100B02-EE-EML-10.FL-0005,,,Emergency Light,,,,,,,,,Emergency Light No.103,,ชั้น 10 | ทางห้องเก็บขยะ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
,,100B02-EE-EML-10.FL-0006,,,Emergency Light,,,,,,,,,Emergency Light No.104,,ชั้น 10 | ทางเดินหอ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
,,100B02-EE-EML-10.FL-0007,,,Emergency Light,,,,,,,,,Emergency Light No.105,,ชั้น 10 | ทางเดินหอ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
,,100B02-EE-EML-10.FL-0008,,,Emergency Light,,,,,,,,,Emergency Light No.106,,ชั้น 10 | ข้างประตูหนีไฟ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
,,100B02-EE-EML-10.FL-0009,,,Emergency Light,,,,,,,,,Emergency Light No.107,,ชั้น 10 | หน้าลิฟท์ขนของ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
,,100B02-EE-EML-10.FL-0010,,,Emergency Light,,,,,,,,,Emergency Light No.108,,ชั้น 10 | ระเบียงด้านนอกอาคาร,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
,,100B02-EE-EML-RF.FL-0001,,,Emergency Light,,,,,,,,,Emergency Light No.109,,ชั้น RF | ห้องลิฟท์ 2 ตัว,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น RF,,,,,,CRA,,,
,,100B02-EE-EML-RF.FL-0002,,,Emergency Light,,,,,,,,,Emergency Light No.110,,ชั้น RF | หน้าห้องลิฟท์,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น RF,,,,,,CRA,,,
,,100B02-EE-EML-RF.FL-0003,,,Emergency Light,,,,,,,,,Emergency Light No.111,,ชั้น RF | ห้องลิฟท์ขนของ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น RF,,,,,,CRA,,,
,,100B02-EE-EML-ST1.FL-0001,,,Emergency Light,,,,,,,,,Emergency Light No.112,,บันไดหนีไฟ ST1 | ระหว่างชั้น 1-2,,,,,,,,,,,,,,,,,หอพักฯ 100B-บันไดหนีไฟ ST1,,,,,,CRA,,,
