AssetManufacture,AssetModel,AssetNumber,AssetSerialNumber,AssetPartNumber,AssetTypeName,PriorityName,AssetHostName,AssetOS,AssetCPU,AssetRam,AssetHarddisk,AssetIPAddress,AssetMAC,AssetDetail,Remark,AssetLocation,Status,BuyingName,AssetPO,AssetRegisterDate,AssetBuyDate,AssetPriceEx,AssetVAT,AssetVATValue,AssetPrice,AssetAccumulatedDepreciation,AssetSalvageValue,AssetWriteOffDate,NumOfMonthWarranty,AssetStartWarrantyDate,AssetEndWarrantyDate,AssetQuantity,Branch,Zone,Supplier,Owner,CostCenter,CostType,Company,Department,AssetLatLong,AssetGoogleMapUrl
,,100B02-EE-EXL-4.FL-0003,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.13,,ชั้น 4 | ห้องออกกำลังกาย,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 4,,,,,,CRA,,,
,,100B02-EE-EXL-4.FL-0004,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.14,,ชั้น 4 | ทางออกหน้าลิฟต์,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 4,,,,,,CRA,,,
,,100B02-EE-EXL-4.FL-0005,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.15,,ชั้น 4 | หน้าประตูหนีไฟ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 4,,,,,,CRA,,,
,,100B02-EE-EXL-4.FL-0006,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.16,,ชั้น 4 | หน้าห้องพักทานข้าว,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 4,,,,,,CRA,,,
,,100B02-EE-EXL-4.FL-0007,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.17,,ชั้น 4 | ทางเข้าชั้น4,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 4,,,,,,CRA,,,
,,100B02-EE-EXL-4.FL-0008,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.18,,ชั้น 4 | ห้องเด็กเล็ก,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 4,,,,,,CRA,,,
,,100B02-EE-EXL-4.FL-0009,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.19,,ชั้น 4 | ห้องเด็กเล็ก,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 4,,,,,,CRA,,,
,,100B02-EE-EXL-4.FL-0010,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.20,,ชั้น 4 | ทางเดินห้องประชุม,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 4,,,,,,CRA,,,
,,100B02-EE-EXL-4.FL-0011,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.21,,ชั้น 4 | ห้องสำนักงาน,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 4,,,,,,CRA,,,
,,100B02-EE-EXL-4.FL-0012,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.22,,ชั้น 4 | ห้องสำนักงาน,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 4,,,,,,CRA,,,
,,100B02-EE-EXL-4.FL-0013,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.23,,ชั้น 4 | ห้องประชุมใหญ่,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 4,,,,,,CRA,,,
,,100B02-EE-EXL-5.FL-0001,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.24,,ชั้น 5 | หน้าลิฟต์,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 5,,,,,,CRA,,,
,,100B02-EE-EXL-5.FL-0002,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.25,,ชั้น 5 | ประตูหนีไฟ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 5,,,,,,CRA,,,
,,100B02-EE-EXL-6.FL-0001,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.26,,ชั้น 6 | หน้าลิฟต์,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 6,,,,,,CRA,,,
,,100B02-EE-EXL-6.FL-0002,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.27,,ชั้น 6 | ประตูหนีไฟ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 6,,,,,,CRA,,,
,,100B02-EE-EXL-7.FL-0001,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.28,,ชั้น 7 | หน้าลิฟต์,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 7,,,,,,CRA,,,
,,100B02-EE-EXL-7.FL-0002,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.29,,ชั้น 7 | ประตูหนีไฟ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 7,,,,,,CRA,,,
,,100B02-EE-EXL-8.FL-0001,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.30,,ชั้น 8 | หน้าลิฟต์,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 8,,,,,,CRA,,,
,,100B02-EE-EXL-8.FL-0002,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.31,,ชั้น 8 | ทางหนีไฟ,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 8,,,,,,CRA,,,
,,100B02-EE-EXL-9.FL-0001,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.32,,ชั้น 9 | หน้าลิฟต์,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 9,,,,,,CRA,,,
,,100B02-EE-EXL-9.FL-0002,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.33,,ชั้น 9 | ทางเดิน,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 9,,,,,,CRA,,,
,,100B02-EE-EXL-9.FL-0003,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.34,,ชั้น 9 | ทางเดิน,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 9,,,,,,CRA,,,
,,100B02-EE-EXL-9.FL-0004,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.35,,ชั้น 9 | ทางหนีไฟ 1,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 9,,,,,,CRA,,,
,,100B02-EE-EXL-9.FL-0005,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.36,,ชั้น 9 | ทางหนีไฟ 2,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 9,,,,,,CRA,,,
,,100B02-EE-EXL-10.FL-0001,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.37,,ชั้น 10 | หน้าลิฟต์,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
,,100B02-EE-EXL-10.FL-0002,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.38,,ชั้น 10 | ทางเดิน,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
,,100B02-EE-EXL-10.FL-0003,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.39,,ชั้น 10 | ทางเดิน,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
,,100B02-EE-EXL-10.FL-0004,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.40,,ชั้น 10 | ทางหนีไฟ 1,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
,,100B02-EE-EXL-10.FL-0005,,,Exit Sign Light,,,,,,,,,Exit Sign Light No.41,,ชั้น 10 | ทางหนีไฟ 2,,,,,,,,,,,,,,,,,หอพักฯ 100B-ชั้น 10,,,,,,CRA,,,
